text_id,text,domain,sentiment,source,language
d102b624-588d-4c26-a506-a746597e26f8,การใช้งานอยู่ในระดับปกติ,platform,Neutral,synthetic_wisesight_like,th
c6dae5b1-1f47-4e25-ab06-67d0c4df273f,ชอบประสบการณ์แบบนี้,platform,Positive,synthetic_wisesight_like,th
39d108b1-f99f-4439-a8d6-40f5f22b8aca,การตอบกลับเฉยๆ ยังไม่มีอะไรโดดเด่น 😐,service,Neutral,synthetic_wisesight_like,th
ede09c0d-a1f9-4341-a7be-aecfe9ee78cc,ประสบการณ์ไม่โอเคเลย 😒,platform,Negative,synthetic_wisesight_like,th
7879300c-9262-4f2c-866d-420e72201da2,ราคาไม่ได้แย่ แต่ก็ไม่ได้ดีมาก 😐,product,Neutral,synthetic_wisesight_like,th
127cd152-5f5a-4c71-bc8b-a6b7d47bfb0c,ประสบการณ์เฉยๆ ยังไม่มีอารัยโดดเด่น ถือว่าได้ 😐,platform,Neutral,synthetic_wisesight_like,th
4e67af54-acbc-483d-a4d8-1876cde50e09,สินค้าไม่ได้แย่ แต่ก็ไม่ได้ดีมาก 😐,product,Neutral,synthetic_wisesight_like,th
6425eff7-3245-422d-b9ef-2622b36fe2e3,ราคาไม่โอเค้เลย,product,Negative,synthetic_wisesight_like,th
81413034-dc1f-49d4-9a80-e1568d38b670,ความคุ้มค่าก็โอเค้นะ,product,Neutral,synthetic_wisesight_like,th
9cb5809b-45f8-4498-a3df-34665dc7bdc6,ความคุ้มค่าก็โอเค้นะ โอเคอยู่ 🤔,product,Neutral,synthetic_wisesight_like,th
aab6e258-fe98-454e-b651-3a644e4ddab9,การใช้งานไม่ได้แย่ แต่ก็ไม่ได้ดีมาก โอเคอยู่,platform,Neutral,synthetic_wisesight_like,th
701b96d8-5fe0-42ac-9d4a-0930502eaec2,แพ็กของไม่ได้แย่ แต่ก็ไม่ได้ดีมาก,delivery,Neutral,synthetic_wisesight_like,th
a8b6890c-9593-4f64-84a4-1e390d28c1d6,แอปโอเคเกินคาด,platform,Positive,synthetic_wisesight_like,th
c4218eab-8b8b-404c-b109-55a2595d6635,คุณภาพก็โอเคนะ 😐,product,Neutral,synthetic_wisesight_like,th
814cac03-0d19-46a8-bedc-9de4e62b0411,จัดส่งดีมาก ประทับใจ โอเคอยู่,delivery,Positive,synthetic_wisesight_like,th
2debb144-86ca-4690-8267-cc2a54970251,ประสบการณ์ควรปรับปรุง,platform,Negative,synthetic_wisesight_like,th
36407f30-0f08-41ee-a88e-5607728a72d6,การดูแลควรปรับปรุง,service,Negative,synthetic_wisesight_like,th
d5c79289-cc50-42a1-86b5-3eea825a41d1,ประสบการณ์ไม่โอเคเลย,platform,Negative,synthetic_wisesight_like,th
970026a2-9b28-41ad-bdff-3b1ffc59a8c3,จัดส่งไม่ได้แย่ แต่ก็ไม่ได้ดีมาก ถือว่าได้,delivery,Neutral,synthetic_wisesight_like,th
095cd753-91af-4f15-85b2-fa7e7103975f,แอปไม่ได้แย่ แต่ก็ไม่ได้ดีมาก,platform,Neutral,synthetic_wisesight_like,th
2f8b47a9-dadf-41aa-808f-04bb3cd591e7,ผิดหวังกับการดูแล 😤,service,Negative,synthetic_wisesight_like,th
132bb4d1-5c6e-4dca-9a85-06882abc62fe,การดูแลไม่โอเคเลย,service,Negative,synthetic_wisesight_like,th
99c0fb36-2e4a-4071-84b0-c20a77026a31,การตอบกลับโอเคเกินคาด,service,Positive,synthetic_wisesight_like,th
f835946f-c09d-4152-ae68-0afc84f83053,สินค้าไม่โอเคเลย 🙄,product,Negative,synthetic_wisesight_like,th
a09deb1b-d264-4048-8b72-4954fa99d0b4,การดูแลเฉยๆ ยังไม่มีอะไรโดดเด่น 🤔,service,Neutral,synthetic_wisesight_like,th
b44ca6ae-c146-424a-9bde-cc2032d6e2d7,การใช้งานโอเคเกินคาด 😊,platform,Positive,synthetic_wisesight_like,th
d7269408-ad91-4e47-8544-a8022941ee9f,จัดส่งควรปรับปรุง,delivery,Negative,synthetic_wisesight_like,th
47cbf7e3-3cf0-401e-aa19-83edab724dc4,การตอบกลับไม่โอเคเลย 😤,service,Negative,synthetic_wisesight_like,th
2d48215c-c613-423b-800e-0ddc89cfeef4,การตอบกลับโอเคเกินคาด,service,Positive,synthetic_wisesight_like,th
b89ea2c6-1602-4e75-87d7-29c0d9176df4,จัดส่งไม่โอเคเลย,delivery,Negative,synthetic_wisesight_like,th
45712bdc-f134-42ae-ad03-55fddda08de0,การตอบกลับเฉยๆ ยังไม่มีอารัยโดดเด่น ฟีลแบบ,service,Neutral,synthetic_wisesight_like,th
b7687886-9be5-4240-94c8-437339b542e3,คุณภาพอยู่ในระดับปกติ,product,Neutral,synthetic_wisesight_like,th
e4dbc63a-3ae9-4c38-944d-b9853d80cfca,แพ็กของไม่โอเคเลย,delivery,Negative,synthetic_wisesight_like,th
57085906-ded2-4ac9-b4a4-e33eef859113,การดูแลก็โอเคนะ,service,Neutral,synthetic_wisesight_like,th
4a2ab161-73fd-4a16-b67f-c06091d0dce2,ประสบการณ์ดีม้าก ประทับใจ,platform,Positive,synthetic_wisesight_like,th
68870b2e-ea40-4955-a043-f52e486b90d5,ถือว่าการดูแลทำได้ดี เฉยๆ,service,Positive,synthetic_wisesight_like,th
b5b5722a-7fdf-4ac4-af64-b8d18a694718,สินค้าแย่กว่าที่คิด,product,Negative,synthetic_wisesight_like,th
442100e4-ee25-4438-9f95-bc7413613e80,สินค้าไม่ได้แย่ แต่ก็ไม่ได้ดีม้าก 😐,product,Neutral,synthetic_wisesight_like,th
2a222488-c69e-4009-ad04-297d9a7d1778,แพ็กของก็โอเคนะ,delivery,Neutral,synthetic_wisesight_like,th
86dafe56-6136-4253-bb0b-64d147ba444b,ชอบสินค้าแบบนี้,product,Positive,synthetic_wisesight_like,th
b9980648-6997-48b0-aa66-11fef5cb3873,การตอบกลับโอเคเกินคาด,service,Positive,synthetic_wisesight_like,th
23620124-a240-419a-a445-1bc7ee4e3118,ประสบการณ์เฉยๆ ยังไม่มีอะไรโดดเด่น,platform,Neutral,synthetic_wisesight_like,th
3d6c3924-4dd2-4679-8d91-95f603ae5ce5,ชอบราคาแบบนี้,product,Positive,synthetic_wisesight_like,th
54bb5c6c-6604-42df-a7b0-426adb03b4a1,ชอบแพ็กของแบบนี้,delivery,Positive,synthetic_wisesight_like,th
6616f2e0-d34d-459d-bfd4-7c57e8773a40,ความคุ้มค่าเฉยๆ ยังไม่มีอะไรโดดเด่น,product,Neutral,synthetic_wisesight_like,th
e362b22a-4426-4b61-99f1-2112c8006f5a,ถือว่าจัดส่งทำได้ดี,delivery,Positive,synthetic_wisesight_like,th
15a3a7e0-4a05-4035-aab4-04ecfc414d8c,ระบบดีมาก ประทับใจ,platform,Positive,synthetic_wisesight_like,th
c01fea81-8e65-475c-a872-f628f698084d,ผิดหวังกับบริการ,service,Negative,synthetic_wisesight_like,th
a0394228-4a68-4eb1-9142-e7543a1c4b01,ระบบดีมาก ประทับใจ,platform,Positive,synthetic_wisesight_like,th
3787107b-3bf8-4196-82d3-3f0e419f7701,บริการอยู่ในระดับปกติ,service,Neutral,synthetic_wisesight_like,th
a0f5839b-b401-448e-81af-db6be905e6c0,แอปอยู่ในระดับปกติ 🤔,platform,Neutral,synthetic_wisesight_like,th
768ed3f5-2d58-46f7-ab8f-d3ab544c2d0d,ความรวดเร็วไม่โอเค้เลย,delivery,Negative,synthetic_wisesight_like,th
b6ebaace-db0f-4054-af17-6a71e7109858,ราคาไม่โอเคเลย,product,Negative,synthetic_wisesight_like,th
d162444d-82dc-41ac-b50f-7aee686d1ebf,จัดส่งดีมาก ประทับใจ,delivery,Positive,synthetic_wisesight_like,th
d3a72055-d458-4e2b-9cda-109a2159ef36,การตอบกลับก็โอเค้นะ 🤔,service,Neutral,synthetic_wisesight_like,th
060d1449-cb8d-4235-94aa-3f18304c9893,ถือว่าบริการทำได้ดี,service,Positive,synthetic_wisesight_like,th
f7263912-336c-4b72-9ab2-7d8288d6b306,ถือว่าสินค้าทำได้ดี 😊,product,Positive,synthetic_wisesight_like,th
288f34c8-3e81-41da-b3a1-8bc60f8cf1ac,แพ็กของอยู่ในระดับปกติ,delivery,Neutral,synthetic_wisesight_like,th
c9689f14-fea8-4993-84a1-cd3a4397ff7c,การตอบกลับควรปรับปรุง 🙄,service,Negative,synthetic_wisesight_like,th
0a761ae8-fa2c-4ecc-9539-ab8a87feb2d5,การใช้งานโอเคเกินคาด,platform,Positive,synthetic_wisesight_like,th
39c16dbe-89ac-4033-b348-9ac17587c924,จัดส่งเฉยๆ ยังไม่มีอะไรโดดเด่น,delivery,Neutral,synthetic_wisesight_like,th
eaba740e-eec3-4f6d-90f9-b502f87f0a58,แพ็กของไม่โอเค้เลย,delivery,Negative,synthetic_wisesight_like,th
2f09c6d6-c419-4620-ba5b-b8d68185a046,สินค้าไม่ได้แย่ แต่ก็ไม่ได้ดีมาก,product,Neutral,synthetic_wisesight_like,th
b2f6a1f2-8e80-4ae8-8eff-c0e5cfdd50bb,สินค้าโอเค้เกินคาด,product,Positive,synthetic_wisesight_like,th
c83e2e50-e19d-4d3c-b62c-284909e38a06,ผิดหวังกับราคา 😤,product,Negative,synthetic_wisesight_like,th
2fbc37ee-cf8e-4bb7-82c8-a6d6370d9988,แอปก็โอเค้นะ 🤔,platform,Neutral,synthetic_wisesight_like,th
f5639a7c-26ae-4161-94ff-a4cc1cfee379,แพ็กของควรปรับปรุง,delivery,Negative,synthetic_wisesight_like,th
f35378b6-5386-4141-9f29-7dfa89df93f0,แอปดีมาก ประทับใจ,platform,Positive,synthetic_wisesight_like,th
7b445e22-eb1e-49f7-8f8f-9d9736011305,แอปเฉยๆ ยังไม่มีอะไรโดดเด่น,platform,Neutral,synthetic_wisesight_like,th
9f6b350d-6a99-4867-a0f6-656a9beddf45,แพ็กของโอเคเกินคาด,delivery,Positive,synthetic_wisesight_like,th
cd49eb62-0a62-4372-abe7-c1c48c6c7c2b,ถือว่าการใช้งานทำได้ดี 🙂,platform,Positive,synthetic_wisesight_like,th
3d0773c4-4f06-443f-af0e-563901bf467d,จัดส่งแย่กว่าที่คิด,delivery,Negative,synthetic_wisesight_like,th
7e284a03-8445-41a1-913e-da8076725505,การใช้งานโอเคเกินคาด 🙂,platform,Positive,synthetic_wisesight_like,th
30d8f099-0153-47aa-952b-53d6635f9720,ชอบความคุ้มค่าแบบนี้ 🙂,product,Positive,synthetic_wisesight_like,th
6e1659b6-8be2-439d-be3e-ad3c0d9b9aa8,ความคุ้มค่าแย่กว่าที่คิด,product,Negative,synthetic_wisesight_like,th
d9613baf-8a9e-42b9-abe8-1018997153e8,แพ็กของอยู่ในระดับปกติ,delivery,Neutral,synthetic_wisesight_like,th
13bb3f0a-db37-48ce-a425-5c80ffe99d7a,ประสบการณ์ไม่ได้แย่ แต่ก็ไม่ได้ดีมาก,platform,Neutral,synthetic_wisesight_like,th
64a91ddb-e667-4c0c-ad38-c0bcb7ede781,ถือว่าคุณภาพทำได้ดี,product,Positive,synthetic_wisesight_like,th
b672281d-05f1-44cc-ab1c-a46cc7f38b28,ราคาแย่กว่าที่คิด,product,Negative,synthetic_wisesight_like,th
9bb2daff-2bc6-4642-8736-dca195182379,ถือว่าความรวดเร็วทำได้ดี โอเคอยู่,delivery,Positive,synthetic_wisesight_like,th
2d8549e7-a6ce-46b4-b33e-543d512271d2,บริการไม่ได้แย่ แต่ก็ไม่ได้ดีมาก,service,Neutral,synthetic_wisesight_like,th
addd4c00-cd24-4da4-bd08-7c4bf47bd5ae,สินค้าควรปรับปรุง,product,Negative,synthetic_wisesight_like,th
ca5fc516-0e51-4c0b-bdb1-5581a56cecfe,ความคุ้มค่าก็โอเคนะ,product,Neutral,synthetic_wisesight_like,th
e297a080-46ee-4b68-b682-ce7b0ed399f7,คุณภาพไม่โอเคเลย,product,Negative,synthetic_wisesight_like,th
a7949adc-37c4-4c83-b168-f190b5e499a9,ถือว่าแพ็กของทำได้ดี,delivery,Positive,synthetic_wisesight_like,th
a54f2559-7cec-4984-865c-5d14e472a758,การดูแลก็โอเคนะ 😐,service,Neutral,synthetic_wisesight_like,th
9ac716f0-633b-4b7c-bf49-4177eb2d8d9e,ผิดหวังกับความคุ้มค่า,product,Negative,synthetic_wisesight_like,th
186e4e44-ce74-441a-b3d4-2d6843d35fcd,ชอบระบบแบบนี้ โอเคอยู่ 🙂,platform,Positive,synthetic_wisesight_like,th
5026557e-43fc-41eb-86b6-8e4b9adecebc,ผิดหวังกับแพ็กของ ถือว่าได้,delivery,Negative,synthetic_wisesight_like,th
96eaba8f-3c0c-4559-88e4-febdf5f213cc,ถือว่าการใช้งานทำได้ดี 😊,platform,Positive,synthetic_wisesight_like,th
9614bb65-7000-40a1-9f1e-e774df26f2fb,ชอบประสบการณ์แบบนี้,platform,Positive,synthetic_wisesight_like,th
9408fed7-ce97-4f57-92d1-65c6f5e8a60a,การตอบกลับแย่กว่าที่คิด 🙄,service,Negative,synthetic_wisesight_like,th
42e03828-f939-4161-a044-cd799f48573b,ถือว่าการตอบกลับทำได้ดี,service,Positive,synthetic_wisesight_like,th
a4346ca4-a532-44ed-b205-a861e07b2151,การใช้งานก็โอเคนะ,platform,Neutral,synthetic_wisesight_like,th
afdab884-c732-4f60-8cc7-afe1b2cf4d3b,ราคาไม่ได้แย่ แต่ก็ไม่ได้ดีมาก,product,Neutral,synthetic_wisesight_like,th
34eca416-cff9-49cb-970a-673f5b980faf,ผิดหวังกับพนักงาน ถือว่าได้ 😤,service,Negative,synthetic_wisesight_like,th
02e30721-af86-4e1a-a7de-f94c5af8d5c5,สินค้าอยู่ในระดับปกติ 😐,product,Neutral,synthetic_wisesight_like,th
a0f5eb9a-052d-41e5-88c4-56a2ed4972df,แอปดีมาก ประทับใจ 😊,platform,Positive,synthetic_wisesight_like,th
d7739d0d-d5fa-4449-b563-78dd08fe07eb,แพ็กของโอเค้เกินคาด 👍,delivery,Positive,synthetic_wisesight_like,th
5dcb22ac-b2fa-49a6-a85f-cd752ba55de4,ผิดหวังกับความรวดเร็ว,delivery,Negative,synthetic_wisesight_like,th
cec4bc34-01b6-4e68-9f76-fe3f2ce9a38b,การตอบกลับไม่ได้แย่ แต่ก็ไม่ได้ดีมาก,service,Neutral,synthetic_wisesight_like,th
24bd20a3-7474-47d8-9c13-749269667e8d,ความรวดเร็วไม่ได้แย่ แต่ก็ไม่ได้ดีมาก,delivery,Neutral,synthetic_wisesight_like,th
f6aa7ea5-c9bf-4613-9b2a-3003bf1e363d,การตอบกลับไม่โอเคเลย,service,Negative,synthetic_wisesight_like,th
2bf0d0e9-ae67-4109-be8c-06d9afc981c5,การใช้งานก็โอเคนะ 🤔,platform,Neutral,synthetic_wisesight_like,th
8518f3d4-50c8-49ef-a0fc-712ac515b756,จัดส่งดีมาก ประทับใจ,delivery,Positive,synthetic_wisesight_like,th
03af70cb-a860-4191-a4df-97140eb306e8,ชอบแพ็กของแบบนี้ ฟีลแบบ 😊,delivery,Positive,synthetic_wisesight_like,th
ee2c0cbd-cc36-400b-aeb4-e79a20f51ab1,ประสบการณ์แย่กว่าที่คิด 😒,platform,Negative,synthetic_wisesight_like,th
909de4ba-22d5-4ab4-8612-9b371cd38901,ประสบการณ์ดีม้าก ประทับใจ,platform,Positive,synthetic_wisesight_like,th
6fce43b2-45ad-46d3-9f57-9b9a54fae5ee,ราคาแย่กว่าที่คิด,product,Negative,synthetic_wisesight_like,th
69937b7b-0f28-4854-8e85-4b2798042268,พนักงานดีมาก ประทับใจ,service,Positive,synthetic_wisesight_like,th
dc47e268-4e59-47eb-9940-0d15623e7042,การใช้งานดีม้าก ประทับใจ 🙂,platform,Positive,synthetic_wisesight_like,th
61e75231-36cd-4faa-8316-ada228be8e45,แพ็กของดีมาก ประทับใจ,delivery,Positive,synthetic_wisesight_like,th
d60835ce-2c4b-4525-9b93-dca913a72341,จัดส่งเฉยๆ ยังไม่มีอารัยโดดเด่น,delivery,Neutral,synthetic_wisesight_like,th
5d3b002e-7266-4db2-afa3-086dc9f5cd94,ราคาแย่กว่าที่คิด,product,Negative,synthetic_wisesight_like,th
9a02d98c-8945-446e-9f40-0184b41fac54,ราคาไม่ได้แย่ แต่ก็ไม่ได้ดีมาก,product,Neutral,synthetic_wisesight_like,th
c5ae3ce4-5c3d-4925-956b-17c8c75e1868,จัดส่งโอเคเกินคาด เฉยๆ,delivery,Positive,synthetic_wisesight_like,th
191f5872-28cf-40cf-bf53-3ee511c29314,พนักงานโอเคเกินคาด,service,Positive,synthetic_wisesight_like,th
5bdacb8e-714e-47f9-a88c-003f0f34b6b1,ราคาแย่กว่าที่คิด 😒,product,Negative,synthetic_wisesight_like,th
97bc0f00-7014-4063-ba40-cd8fecc4af19,จัดส่งอยู่ในระดับปกติ,delivery,Neutral,synthetic_wisesight_like,th
b8eb37cc-e406-4ff2-a017-aa896847f702,จัดส่งควรปรับปรุง,delivery,Negative,synthetic_wisesight_like,th
c88a4f6b-d5aa-45c3-8855-56d702544048,ถือว่าพนักงานทำได้ดี,service,Positive,synthetic_wisesight_like,th
f93403e8-8ab5-40ac-b8c4-6662fe78a67a,ประสบการณ์ดีมาก ประทับใจ,platform,Positive,synthetic_wisesight_like,th
d2a8c6e5-3906-4185-a31d-31dcfe641caa,การตอบกลับไม่โอเคเรย โอเคอยู่,service,Negative,synthetic_wisesight_like,th
13d5b8d2-1cd1-47c1-a028-85cbd698cb27,คุณภาพโอเคเกินคาด เฉยๆ,product,Positive,synthetic_wisesight_like,th
5bafce13-b1e2-4b91-b73d-566e8a9ab182,พนักงานเฉยๆ ยังไม่มีอารัยโดดเด่น เฉยๆ,service,Neutral,synthetic_wisesight_like,th
8e55748c-057b-4a31-b443-654ae2b55988,การใช้งานเฉยๆ ยังไม่มีอะไรโดดเด่น,platform,Neutral,synthetic_wisesight_like,th
26c9e869-2682-4fea-ae17-8c64e75af4ba,ถือว่าพนักงานทำได้ดี,service,Positive,synthetic_wisesight_like,th
34d54c6a-a549-4a48-9946-9ffe4fbf34f5,แอปแย่กว่าที่คิด ฟีลแบบ,platform,Negative,synthetic_wisesight_like,th
49ddb5d9-aac9-4244-9d32-c74fa2e583ed,ความคุ้มค่าควรปรับปรุง,product,Negative,synthetic_wisesight_like,th
6ac19922-d1d2-43c2-b0d4-f666376b0712,สินค้าเฉยๆ ยังไม่มีอารัยโดดเด่น โอเคอยู่,product,Neutral,synthetic_wisesight_like,th
a3803daa-025e-4743-a344-cc287655f2de,บริการไม่โอเคเลย ฟีลแบบ 🙄,service,Negative,synthetic_wisesight_like,th
c0fbe75a-b569-4a63-a6dd-88d2aab4c33d,คุณภาพไม่ได้แย่ แต่ก็ไม่ได้ดีมาก,product,Neutral,synthetic_wisesight_like,th
30d7b04f-178d-4897-93a9-f6100fb602fd,แอปอยู่ในระดับปกติ 😐,platform,Neutral,synthetic_wisesight_like,th
14e6a901-a9f8-4e34-b253-f4bbbc9f5aaa,ชอบราคาแบบนี้,product,Positive,synthetic_wisesight_like,th
c109a467-0ce8-4f02-a6ad-a4e3a161f03e,ถือว่าการดูแลทำได้ดี,service,Positive,synthetic_wisesight_like,th
899a9b73-3172-4d57-8832-bf661d72f7b2,พนักงานอยู่ในระดับปกติ,service,Neutral,synthetic_wisesight_like,th
a05942bc-9bb6-40b1-ad3b-ff1119973000,ผิดหวังกับแพ็กของ,delivery,Negative,synthetic_wisesight_like,th
4e52108a-745f-495b-8e39-c96fbb4f13c1,ความรวดเร็วไม่ได้แย่ แต่ก็ไม่ได้ดีมาก,delivery,Neutral,synthetic_wisesight_like,th
cf5756a3-52d5-4f3e-9b46-5d5729a0b658,คุณภาพอยู่ในระดับปกติ เฉยๆ 🤔,product,Neutral,synthetic_wisesight_like,th
37f18731-8cbb-4872-8b0c-e44e60bd196e,จัดส่งไม่ได้แย่ แต่ก็ไม่ได้ดีมาก,delivery,Neutral,synthetic_wisesight_like,th
bc37150f-165f-45da-b3e9-9a17de17c65d,ถือว่าประสบการณ์ทำได้ดี 👍,platform,Positive,synthetic_wisesight_like,th
ecd481a9-11eb-4eee-b777-5007f2b52c9c,ถือว่าการดูแลทำได้ดี,service,Positive,synthetic_wisesight_like,th
45e78aa4-fa58-4e13-ba5e-2311f596e79b,ราคาดีมาก ประทับใจ ถือว่าได้,product,Positive,synthetic_wisesight_like,th
97f86923-ab91-44d3-b570-43e7e5ea55a6,การตอบกลับแย่กว่าที่คิด,service,Negative,synthetic_wisesight_like,th
d86cf7ae-fa73-4a90-9907-58cf8046cc9c,ความรวดเร็วอยู่ในระดับปกติ เฉยๆ 😐,delivery,Neutral,synthetic_wisesight_like,th
94b7c6ac-7dc4-490b-9b12-40391b6918f1,พนักงานอยู่ในระดับปกติ,service,Neutral,synthetic_wisesight_like,th
1fb9b0be-4d60-479e-9a61-c781511d1c27,การตอบกลับโอเคเกินคาด,service,Positive,synthetic_wisesight_like,th
74ba2f79-dfbc-43fa-8031-16597e234c5c,ชอบแพ็กของแบบนี้,delivery,Positive,synthetic_wisesight_like,th
da1d3221-9ef7-4aee-8a0c-22013c65a509,จัดส่งโอเคเกินคาด 👍,delivery,Positive,synthetic_wisesight_like,th
709a46e0-045b-40fc-8fcd-09769e8f11bf,ความรวดเร็วควรปรับปรุง,delivery,Negative,synthetic_wisesight_like,th
7451c387-caea-4351-b308-55b646ea7b7f,ราคาไม่โอเคเลย 😒,product,Negative,synthetic_wisesight_like,th
d19252a4-b67a-4cd8-912d-9ce9a6c5dbc4,ระบบโอเคเกินคาด,platform,Positive,synthetic_wisesight_like,th
8f34daa6-6868-44ae-addd-0d99c208c758,คุณภาพเฉยๆ ยังไม่มีอารัยโดดเด่น,product,Neutral,synthetic_wisesight_like,th
3fe67bd8-f68e-4aa4-8512-ed6ecb594822,ระบบไม่ได้แย่ แต่ก็ไม่ได้ดีม้าก,platform,Neutral,synthetic_wisesight_like,th
c470d810-eaf5-4b65-a771-0451876923ef,แอปอยู่ในระดับปกติ,platform,Neutral,synthetic_wisesight_like,th
aa10564e-fdac-4230-8518-2ef2f77879a2,ผิดหวังกับแพ็กของ,delivery,Negative,synthetic_wisesight_like,th
e936064a-6384-4593-bfc9-8880bb39d087,ถือว่าสินค้าทำได้ดี 🙂,product,Positive,synthetic_wisesight_like,th
c7240997-e59e-4cec-9fc8-6c169e4973e0,พนักงานไม่ได้แย่ แต่ก็ไม่ได้ดีมาก,service,Neutral,synthetic_wisesight_like,th
0c61b72a-5e0e-4970-9085-0758fc6710e3,ถือว่าประสบการณ์ทำได้ดี 🙂,platform,Positive,synthetic_wisesight_like,th
c19a1784-90fc-4c4b-852b-caf0f1a6c951,ระบบเฉยๆ ยังไม่มีอะไรโดดเด่น 🤔,platform,Neutral,synthetic_wisesight_like,th
f872fcb2-fd59-48a3-84d0-6cd742fb14fa,บริการควรปรับปรุง,service,Negative,synthetic_wisesight_like,th
b4b94103-d3bf-4deb-a92f-2932af6e82d2,ระบบควรปรับปรุง,platform,Negative,synthetic_wisesight_like,th
908ad5d9-8244-4e0a-9a48-fd03d2b7096b,แอปไม่โอเคเลย 😤,platform,Negative,synthetic_wisesight_like,th
04764dc8-9bc1-4820-8ee2-addee3a10e82,บริการไม่ได้แย่ แต่ก็ไม่ได้ดีมาก,service,Neutral,synthetic_wisesight_like,th
408f49ec-c0f8-4aae-976e-4ea6f489eb08,การดูแลไม่ได้แย่ แต่ก็ไม่ได้ดีมาก,service,Neutral,synthetic_wisesight_like,th
afe14fd2-19fb-47b1-84a9-0487c06a91c0,ระบบควรปรับปรุง,platform,Negative,synthetic_wisesight_like,th
f449eaf0-eb66-458e-abb0-29df33674a5b,ความคุ้มค่าอยู่ในระดับปกติ ฟีลแบบ 🤔,product,Neutral,synthetic_wisesight_like,th
d712c7c9-a9bc-470a-b1db-6c16a62bfe2a,แพ็กของโอเคเกินคาด,delivery,Positive,synthetic_wisesight_like,th
5d139d61-77c8-47df-821c-120cf6b62ac4,การใช้งานไม่โอเคเลย 🙄,platform,Negative,synthetic_wisesight_like,th
f620f972-35a7-4c6d-980a-c4a6a8857b34,ผิดหวังกับความคุ้มค่า เฉยๆ 🙄,product,Negative,synthetic_wisesight_like,th
af206282-3971-4823-b41d-76bb719e0333,แพ็กของดีม้าก ประทับใจ 🙂,delivery,Positive,synthetic_wisesight_like,th
e5849f42-6c45-4205-b4e4-0c34e34f47ce,แพ็กของเฉยๆ ยังไม่มีอะไรโดดเด่น,delivery,Neutral,synthetic_wisesight_like,th
384906d8-e148-430c-a32f-627e37938da3,ถือว่าจัดส่งทำได้ดี,delivery,Positive,synthetic_wisesight_like,th
e99a7211-8a65-4f40-83aa-9b3452dae851,การดูแลอยู่ในระดับปกติ,service,Neutral,synthetic_wisesight_like,th
2d85eafe-7ed8-43df-a93e-2dfbc05c6788,การใช้งานไม่โอเค้เลย,platform,Negative,synthetic_wisesight_like,th
